sentence,fuel,machine,others,part,price,service,clean_sentence
gue juga senang banget soal nya avanza ruang bagasi nya mampu menampung hingga 5 tas berukuran besar dengan susunan rapi ke arah atas . bawa barang banyak pun pasti muat,neutral,neutral,neutral,positive,neutral,neutral,gue juga senang banget soal nya avanza ruang bagasi nya mampu tampung hingga tas ukur besar dengan susun rapi ke arah atas bawa barang banyak pun pasti muat
Fitur keamanan ini cukup menaikkan kasta Avanza agar setara dengan low MPV lainnya yang lebih dulu menggunakan air bag keren ya,neutral,neutral,neutral,positive,neutral,neutral,fitur aman ini cukup naik kasta avanza agar tara dengan low mpv lain yang lebih dulu guna air bag keren ya
"Masa konsumsi bensin Toyota Avanza Veloz 12,5 liter per kilometer , boros banget anjing",negative,neutral,neutral,neutral,neutral,neutral,masa konsumsi bensin toyota avanza veloz liter per kilometer boros banget anjing
kalo gak mau boros jangan beli scoopy,negative,neutral,neutral,neutral,neutral,neutral,kalo gak mau boros jangan beli scoopy
"Kalau down shifting terus gaspol itu rasa nya cuma naik rpm saja, tapi power kosong dan memang mesin nya sering ngelitik.",neutral,negative,neutral,neutral,neutral,neutral,kalau down shifting terus gaspol itu rasa nya cuma naik rpm saja tapi power kosong dan memang mesin nya sering ngelitik
saya suka fortuner karena lincah lari nya daripada ertiga yang tenaga nya lemah,neutral,negative,neutral,neutral,neutral,neutral,saya suka fortuner karena lincah lari nya daripada ertiga yang tenaga nya lemah
Mending pajero simple ga kebanyakan desain,neutral,neutral,neutral,positive,neutral,neutral,mending pajero simple ga banyak desain
"Wuling adalah mobil yang bandel di segala medan , irit bahan bakar , desain yang dinamis dan mewah ditambah dengan harga yang pasti nya terjangkau",positive,positive,neutral,positive,positive,neutral,wuling adalah mobil yang bandel di segala medan irit bahan bakar desain yang dinamis dan mewah tambah dengan harga yang pasti nya jangkau
xpander ini mpv paling bagus untuk orang yang cari mobil mpv canggih,neutral,neutral,positive,neutral,neutral,neutral,xpander ini mpv paling bagus untuk orang yang cari mobil mpv canggih
"Begitu orang melirik Xpander , kesan nya pasti keren desain nya",neutral,neutral,neutral,positive,neutral,neutral,begitu orang lirik xpander kesan nya pasti keren desain nya
Kok makin jelek aja ya pelayanan di AHAS Terang Anugerah Pamulang,neutral,neutral,neutral,neutral,neutral,negative,kok makin jelek aja ya layan di ahas terang anugerah pamulang
"pernah pakai Avanza ke luar kota dari pagi sampai sore , mesin dan AC nyala tanpa henti , tetapi enggak menurun",neutral,positive,neutral,positive,neutral,neutral,pernah pakai avanza ke luar kota dari pagi sampai sore mesin dan ac nyala tanpa henti tetapi enggak turun
kalau mesin dan tampang unggul brio satya . tapi lebih empuk dan lebih murah karimun .,neutral,positive,neutral,positive,positive,neutral,kalau mesin dan tampang unggul brio satya tapi lebih empuk dan lebih murah karimun
Toyota Avanza Veloz baru adalah menggunakan mesin Dual VVT - i yang sebelumnya menggunakan single VVT - i. juragan mantap,neutral,positive,neutral,neutral,neutral,neutral,toyota avanza veloz baru adalah guna mesin dual vvt i yang belum guna single vvt i juragan mantap
"@DaihatsuInd service di bengkel daihatsu harga nya mahal banget , onderdil masih bagus minta diganti sama CS / mekanik nya . Sekali service 2jt",neutral,neutral,neutral,neutral,neutral,negative,daihatsuind service di bengkel daihatsu harga nya mahal banget onderdil masih bagus minta ganti sama cs mekanik nya sekali service 2jt
mobilio hitam ini cukup membuat orang heran dan memakainya pun terasa gagah,neutral,neutral,positive,neutral,neutral,neutral,mobilio hitam ini cukup buat orang heran dan maka pun asa gagah
brio paling cocok untuk mahasiswa karna style nya yang simpel dan minimalis,neutral,neutral,neutral,positive,neutral,neutral,brio paling cocok untuk mahasiswa karna style nya yang simpel dan minimal
Saya sopir operasional . Pakai Altis v. Untuk mesin saya akui enak . tarikan mantap handling - nya wow .,neutral,positive,neutral,positive,neutral,neutral,saya sopir operasional pakai altis v untuk mesin saya aku enak tari mantap handling nya wow
Xenia Xi Sporty secara keseluruhan puas sama ini mobil,neutral,neutral,positive,neutral,neutral,neutral,xenia xi sporty cara seluruh puas sama ini mobil
pilihan jatuh ke Xenia karena faktor harga dan servis Xenia pasti lebih murah hehe .,neutral,neutral,neutral,neutral,positive,positive,pilih jatuh ke xenia karena faktor harga dan servis xenia pasti lebih murah hehe
vario body nya lebih kokoh daripada mio,neutral,neutral,neutral,negative,neutral,neutral,vario body nya lebih kokoh daripada mio
agya mobil yang bagus dan keren gaya nya,neutral,neutral,positive,positive,neutral,neutral,agya mobil yang bagus dan keren gaya nya
"masa harus sampe setahun cuma buat inden xpander, kecewa !",neutral,neutral,neutral,neutral,neutral,negative,masa harus sampe tahun cuma buat inden xpander kecewa
selama ini pakai xexi lumayan irit,positive,neutral,neutral,neutral,neutral,neutral,lama ini pakai xexi lumayan irit
"Kenyamanan jauh menang xpander , lebih kedap & bantingan nyaman banget . Harga juga lebih murah",neutral,neutral,positive,neutral,positive,neutral,nyaman jauh menang xpander lebih kedap banting nyaman banget harga juga lebih murah
tampilan desain dasbor interior Avanza terlihat lebih mewah dan stylish,neutral,neutral,neutral,positive,neutral,neutral,tampil desain dasbor interior avanza lihat lebih mewah dan stylish
Rush performa mesin nya juga enggak kalah dengan SUV lain,neutral,positive,neutral,neutral,neutral,neutral,rush performa mesin nya juga enggak kalah dengan suv lain
"Sudah lama pakai Xenia , baru kali dapet yang AC - nya enggak enak dan jok nya kaku .",neutral,neutral,neutral,negative,neutral,neutral,sudah lama pakai xenia baru kali dapet yang ac nya enggak enak dan jok nya kaku
"Udh beli yg 2019 tapi ada 1 kekurangan , jok nya kurang nyaman",neutral,neutral,neutral,negative,neutral,neutral,udh beli yg tapi ada kurang jok nya kurang nyaman
"Honda beat street adalah sepeda motor yang bisa dikatakan murah , tetapi bukan murahan . Karena selain keren , juga sangat gampang untuk dimodifikasi .",neutral,neutral,positive,neutral,positive,neutral,honda beat street adalah sepeda motor yang bisa kata murah tetapi bukan murah karena selain keren juga sangat gampang untuk modifikasi
Jok penumpang mobil Wuling Formo terlihat nyaman,neutral,neutral,neutral,positive,neutral,neutral,jok tumpang mobil wuling formo lihat nyaman
"Kok Nissan GL enggak banget , deh .",neutral,neutral,negative,neutral,neutral,neutral,kok nissan gl enggak banget deh
"xenia 1:8 - 9 boros juga ya juragan , karena bodi besar nya dan cc kecil mungkin ya .",negative,neutral,neutral,neutral,neutral,neutral,xenia boros juga ya juragan karena bodi besar nya dan cc kecil mungkin ya
Ke mana-mana mau jarak dekat atau pun jauh tetap nyaman pakai scooy . muatan bagasi banyak dan mesin tidak cepat panas .,neutral,positive,positive,positive,neutral,neutral,ke manamana mau jarak dekat atau pun jauh tetap nyaman pakai scooy muat bagasi banyak dan mesin tidak cepat panas
"Saya punya Grand Livina XV tahun 2011 irit nya juara , bang .",positive,neutral,neutral,neutral,neutral,neutral,saya punya grand livina xv tahun irit nya juara bang
"enak sih pakai brio , pasaran nya juga stabil",neutral,neutral,positive,neutral,positive,neutral,enak sih pakai brio pasar nya juga stabil
kenyamanan vario lebih unggul dibanding mio .,neutral,neutral,negative,neutral,neutral,neutral,nyaman vario lebih unggul banding mio
Li biru dlx harga jual nya pun tinggi . Beli tahun 2004 sekitar 80 jutaan dijual 2009 90 jutaan . Untung juragan .,neutral,neutral,neutral,neutral,positive,neutral,li biru dlx harga jual nya pun tinggi beli tahun sekitar juta jual juta untung juragan
Pajero dong udah Ganteng luar nya Tenaga nya Juga dapet,neutral,positive,neutral,positive,neutral,neutral,pajero dong udah ganteng luar nya tenaga nya juga dapet
"Saya pakai all New Honda Brio Satya E juragan , sangat nyaman dan bagus , apalagi brand - nya H , harga jual nya juga tetap stabil",neutral,neutral,positive,neutral,positive,neutral,saya pakai all new honda brio satya e juragan sangat nyaman dan bagus apalagi brand nya h harga jual nya juga tetap stabil
xenia bodi nya sudah oke tinggal ganti kaki-kaki saja semoga modifikasi mu menyenangkan,neutral,neutral,neutral,positive,neutral,neutral,xenia bodi nya sudah oke tinggal ganti kakikaki saja moga modifikasi mu senang
menurut ane soal kenyamanan jelas all new pajero sport unggul jauh lebih nyaman dibandingkan all new fortuner yg sangat keras menurut ane,neutral,neutral,negative,neutral,neutral,neutral,turut ane soal nyaman jelas all new pajero sport unggul jauh lebih nyaman banding all new fortuner yg sangat keras turut ane
akhirnya saya beli avanza karena bandel parah harga nya juga pas di kantong,neutral,positive,neutral,neutral,positive,neutral,akhir saya beli avanza karena bandel parah harga nya juga pas di kantong
"Tetap saja Mobilio masih merupakan Mobil MPV keluarga kelas menengah ke bawah yang paling terbaik dibanding kompetitor nya , bbm paling irit , kabin paling lega sampe baris ke 3 , model paling manis , mesin juga paling kenceng dari kompetitor nya , desain interior juga paling cakep dari kompetitor nya .",positive,positive,positive,positive,neutral,neutral,tetap saja mobilio masih rupa mobil mpv keluarga kelas tengah ke bawah yang paling baik banding kompetitor nya bbm paling irit kabin paling lega sampe baris ke model paling manis mesin juga paling kenceng dari kompetitor nya desain interior juga paling cakep dari kompetitor nya
tak heranlah juragan karena avanza mempunyai fitur yang cukup lengkap dengan harga enggak terlalu mahal,neutral,neutral,neutral,positive,positive,neutral,tak heran juragan karena avanza punya fitur yang cukup lengkap dengan harga enggak terlalu mahal
Saya pakai Xpander karena tidak murahan .,neutral,neutral,positive,neutral,neutral,neutral,saya pakai xpander karena tidak murah
after sales service yamaha selalu mengedepankan customer daripada untuk keuntungan sendiri,neutral,neutral,neutral,neutral,neutral,positive,after sales service yamaha selalu depan customer daripada untuk untung sendiri
tenaga Fortuner kalah jauh lah . Pajero sport mobil paling tangguh,neutral,positive,neutral,neutral,neutral,neutral,tenaga fortuner kalah jauh lah pajero sport mobil paling tangguh
"Si gesit irit motor Honda Beat series tahun 2011 yang selalu setia menemani saya dalam mencari rezeki di kala panas dan hujan , siang dan malam .",positive,positive,neutral,neutral,neutral,neutral,si gesit irit motor honda beat series tahun yang selalu setia tani saya dalam cari rezeki di kala panas dan hujan siang dan malam
"kalau dari segi desain mah veloz juara nya, avanza terlewat jauh",neutral,neutral,neutral,negative,neutral,neutral,kalau dari segi desain mah veloz juara nya avanza lewat jauh
Toyota Calya memang cocok untuk keluarga sangat hemat bbm sangat irit enak dipakai,positive,neutral,positive,neutral,neutral,neutral,toyota calya memang cocok untuk keluarga sangat hemat bbm sangat irit enak pakai
ertiga beneran mudah dipakai nya,neutral,neutral,positive,neutral,neutral,neutral,ertiga beneran mudah pakai nya
enggak menyesal juga ambil mobil honda enggak kalah bandel irit tahan banting sudah pakai jazz,positive,positive,neutral,positive,neutral,neutral,enggak sesal juga ambil mobil honda enggak kalah bandel irit tahan banting sudah pakai jazz
fortuner sparepart nya gampang ditemukan di mana saja,neutral,neutral,neutral,positive,neutral,neutral,fortuner sparepart nya gampang temu di mana saja
"setelah ngeliat wuling almaz , ngeliat mobilio sama veloz jadi kayak sampah ..",neutral,neutral,negative,neutral,neutral,neutral,telah ngeliat wuling almaz ngeliat mobilio sama veloz jadi kayak sampah
"saya sebagai pemakai kijang innova tidak merasa kecewa dan sangat puas , perawatan pun tidak terlalu mahal pokok nya mantap .",neutral,neutral,positive,neutral,neutral,positive,saya bagai pakai kijang innova tidak rasa kecewa dan sangat puas awat pun tidak terlalu mahal pokok nya mantap
Kalau di suruh milih . jelas milih cx 3 dong,neutral,neutral,positive,neutral,neutral,neutral,kalau di suruh milih jelas milih cx dong
"Ternyata service bengkel toyota payah , angin ban bukan nya ditambah malah disemir doang buat apa coba . Jelas-jelas kurang angin gitu",neutral,neutral,neutral,neutral,neutral,negative,nyata service bengkel toyota payah angin ban bukan nya tambah malah semir doang buat apa coba jelasjelas kurang angin gitu
Desain velg alloy veloz juga diubah juragan bagi saya desain nya sangat bagus dan terkesan sporty juragan,neutral,neutral,neutral,positive,neutral,neutral,desain velg alloy veloz juga ubah juragan bagi saya desain nya sangat bagus dan kes sporty juragan
beat cukup ekonomis untuk mahasiswa,neutral,neutral,neutral,neutral,positive,neutral,beat cukup ekonomis untuk mahasiswa
memang xenia maknyus .,neutral,neutral,positive,neutral,neutral,neutral,memang xenia maknyus
gila sih ini xenia bandel nya juara dipakai buat rame-rame juga tetep bandel,neutral,positive,neutral,neutral,neutral,neutral,gila sih ini xenia bandel nya juara pakai buat ramerame juga tetep bandel
yang lebih menenangkan dari daihatsu terios adalah hemat bahan bakar .,positive,neutral,neutral,neutral,neutral,neutral,yang lebih tenang dari daihatsu terios adalah hemat bahan bakar
"Fortuner model bapak bapak , Pajero Model Anak muda",neutral,neutral,neutral,positive,neutral,neutral,fortuner model bapak bapak pajero model anak muda
kalau saya lebih pilih datsun cross . harga lebih murah body lebih kekar,neutral,neutral,neutral,positive,positive,neutral,kalau saya lebih pilih datsun cross harga lebih murah body lebih kekar
"CHR design gado2 , berasa liat beberapa mobil dicomot2",neutral,neutral,neutral,negative,neutral,neutral,chr design gado2 asa liat beberapa mobil dicomot2
wah murah nih . modal DP doang . bisa untuk grab car nih . murah meriah masih bisalah untuk jadi grab car .,neutral,neutral,neutral,neutral,positive,neutral,wah murah nih modal dp doang bisa untuk grab car nih murah riah masih bisa untuk jadi grab car
"Karimun wagon saja bang , lebih murah",neutral,neutral,neutral,neutral,positive,neutral,karimun wagon saja bang lebih murah
"Honda cuman menang di mesin , kalo fitur dan interior mah parah ... dan mahal , jok nya tipissss bikin tepos kalo jalan lama",neutral,positive,neutral,negative,negative,neutral,honda cuman menang di mesin kalo fitur dan interior mah parah dan mahal jok nya tipissss bikin tepos kalo jalan lama
Avanza enak dipakai . sangat cocok buat mobil keluarga . harga nya tidak terlalu mahal buat mobil dengan spesifikasi yang lumayan .,neutral,neutral,positive,neutral,positive,neutral,avanza enak pakai sangat cocok buat mobil keluarga harga nya tidak terlalu mahal buat mobil dengan spesifikasi yang lumayan
Avanza Veloz 1.5 type 1.5 G nya aja nggak laku banget dan nggak pernah nampak di jalan,neutral,neutral,negative,neutral,neutral,neutral,avanza veloz type g nya aja nggak laku banget dan nggak pernah nampak di jalan
"Duh ni bengkel mitsubishi , jelek kali sih . Kayak kandang saja bengkel nya .",neutral,neutral,neutral,neutral,neutral,negative,duh ni bengkel mitsubishi jelek kali sih kayak kandang saja bengkel nya
Bengkel @Hondaarista Jatinegara not recommended . Payah . Sudah booking servis tapi disuruh mengantri .,neutral,neutral,neutral,neutral,neutral,negative,bengkel hondaarista jatinegara not recommended payah sudah booking servis tapi suruh antri
konsumsi bahan bakar yang cukup irit menurut saya adalah poin penting dari Calya ini .,positive,neutral,neutral,neutral,neutral,neutral,konsumsi bahan bakar yang cukup irit turut saya adalah poin penting dari calya ini
Avanza sangat mendukung profesi yang saya jalani karena bbm - nya irit .,positive,neutral,neutral,neutral,neutral,neutral,avanza sangat dukung profesi yang saya jalan karena bbm nya irit
Ini ruang tunggu bengkel @ToyotaID paling nyaman . Hampir 3 jam dan masih betah . Pelayanan ramah . Enak nya punya Toyota .,neutral,neutral,neutral,neutral,neutral,positive,ini ruang tunggu bengkel toyotaid paling nyaman hampir jam dan masih betah layan ramah enak nya punya toyota
Xenia 1.300 cc mesin nya lincah dan bisa beramai-ramai hehe .,neutral,positive,positive,neutral,neutral,neutral,xenia cc mesin nya lincah dan bisa beramairamai hehe
"nambah logo doang , harga naik puluhan juta",neutral,neutral,neutral,neutral,negative,neutral,nambah logo doang harga naik puluh juta
Avanza juga tentunya nyaman dikendarai .,neutral,neutral,positive,neutral,neutral,neutral,avanza juga tentu nyaman kendara
"Mobil ini terlalu over price bos , untung menang merek",neutral,neutral,neutral,neutral,negative,neutral,mobil ini terlalu over price bos untung menang merek
Suzuki Karimun GX tidak hanya bandel dan memiliki kabin luas tetapi juga irit,positive,positive,neutral,positive,neutral,neutral,suzuki karimun gx tidak hanya bandel dan milik kabin luas tetapi juga irit
All - new Brio dengan harga termurah 135 - an juta tidak layak .,neutral,neutral,neutral,neutral,negative,neutral,all new brio dengan harga murah an juta tidak layak
Setelah melihat ini ku yakin akan beli Honda CR - V,neutral,neutral,positive,neutral,neutral,neutral,telah lihat ini ku yakin akan beli honda cr v
Grand Livina XV AT 2008 ngelitik nya parah kak sekarang juga lumayan boros,negative,negative,neutral,neutral,neutral,neutral,grand livina xv at ngelitik nya parah kak sekarang juga lumayan boros
gua lebih pilih Fortuner karna tampilan nya gagah tidak seperti pajero,neutral,neutral,negative,neutral,neutral,neutral,gua lebih pilih fortuner karna tampil nya gagah tidak seperti pajero
Pergi kerja setiap hari lebih enak pakai Honda Vultus.,neutral,neutral,positive,neutral,neutral,neutral,pergi kerja tiap hari lebih enak pakai honda vultus
Driver lebih nyaman dengan posisi perseneling yang unik. Terima kasih Sigra.,neutral,neutral,neutral,positive,neutral,neutral,driver lebih nyaman dengan posisi ning yang unik terima kasih sigra
"Menurut saya untuk service , HONDA lebih bagus dari NISSAN .",neutral,neutral,neutral,neutral,neutral,negative,turut saya untuk service honda lebih bagus dari nissan
"Mobil yang sangat cocok dan sangat nyaman digunakan saat bersama keluarga , suara mesin yang halus , eksterior yang nyaman dipandang , interior nya juga menarik , selain itu hemat bahan bakar .",positive,positive,positive,positive,neutral,neutral,mobil yang sangat cocok dan sangat nyaman guna saat sama keluarga suara mesin yang halus eksterior yang nyaman pandang interior nya juga tarik selain itu hemat bahan bakar
Tidak salah pilih avanza . Sudah 10 tahun mobil avanza saya masih bisa melaju kencang secara optimal .,neutral,positive,neutral,neutral,neutral,neutral,tidak salah pilih avanza sudah tahun mobil avanza saya masih bisa laju kencang cara optimal
"Avanza teman terbaik untuk di segala medan jalanan , plus harga nya masih terjangkau .",neutral,neutral,positive,neutral,positive,neutral,avanza teman baik untuk di segala medan jalan plus harga nya masih jangkau
Mesin bandel dan irit menjadi alasan banyak keluarga di Indonesia memilih Agya sebagai mobil pertama mereka,positive,positive,neutral,neutral,neutral,neutral,mesin bandel dan irit jadi alas banyak keluarga di indonesia pilih agya bagai mobil pertama mereka
Jakarta - Bandung pakai xenia cuma 1 setengah jam . sungguh mesin yang sangat tangguh .,neutral,positive,neutral,neutral,neutral,neutral,jakarta bandung pakai xenia cuma tengah jam sungguh mesin yang sangat tangguh
saya sih secara pribadi puas banget sama Xeli . nyaman .,neutral,neutral,positive,neutral,neutral,neutral,saya sih cara pribadi puas banget sama xeli nyaman
"gue pernah pakai karimun sebelum mobil gue yang sekarang , menurut gue ini lcgc paling nyaman , paling murah",neutral,neutral,positive,neutral,positive,neutral,gue pernah pakai karimun belum mobil gue yang sekarang turut gue ini lcgc paling nyaman paling murah
Kelemahan Daihatsu sigra adalah bodinya ringkih dan kurang kedap suara luar.,neutral,neutral,neutral,negative,neutral,neutral,lemah daihatsu sigra adalah bodi ringkih dan kurang kedap suara luar
"Toyota Avanza , Low MPV dengan Jaringan Penjualan dan Purnajual Terbanyak",neutral,neutral,positive,neutral,positive,neutral,toyota avanza low mpv dengan jaring jual dan purnajual banyak
Xenia yang 1000 cc punya handling yang lebih lincah dan enteng,neutral,neutral,neutral,positive,neutral,neutral,xenia yang cc punya handling yang lebih lincah dan enteng
Vario bentuk nya seksi buat boncengan pun nyaman dan aman sistem semua sudah canggih dan bbm irit di dompet kita semua .,positive,neutral,neutral,positive,neutral,neutral,vario bentuk nya seksi buat bonceng pun nyaman dan aman sistem semua sudah canggih dan bbm irit di dompet kita semua
"Awal nya saya membeli motor pada tahun 2016 , alhamdulillah sampai sekarang motor saya masih irit dan tangguh di jalan",positive,positive,neutral,neutral,neutral,neutral,awal nya saya beli motor pada tahun alhamdulillah sampai sekarang motor saya masih irit dan tangguh di jalan
kalo dibandingkan dari segi service nya nissan jauh lebih unggul daripada toyota yang asal-asalan,neutral,neutral,neutral,neutral,neutral,negative,kalo banding dari segi service nya nissan jauh lebih unggul daripada toyota yang asalasalan
kata orang yang XI malah lebih irit dari yang LI nih .,negative,neutral,neutral,neutral,neutral,neutral,kata orang yang xi malah lebih irit dari yang li nih
coba saja dibandingkan buat lari pasti brio lebih lincah daripada calya,neutral,negative,neutral,neutral,neutral,neutral,coba saja banding buat lari pasti brio lebih lincah daripada calya
"Untuk saya sendiri yang sudah memiliki TERIOS X DELUXE MT , saya cukup puas apa yang sudah saya miliki terima kasih daihatsu",neutral,neutral,positive,neutral,neutral,neutral,untuk saya sendiri yang sudah milik terios x deluxe mt saya cukup puas apa yang sudah saya milik terima kasih daihatsu
MOBIL ku xenia 1.300 cc irit dipakai nya,positive,neutral,neutral,neutral,neutral,neutral,mobil ku xenia cc irit pakai nya
Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,neutral,neutral,positive,neutral,neutral,neutral,toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus
mobilio tarikan halus banget menang telak daripada agya kalah jauh,neutral,negative,neutral,neutral,neutral,neutral,mobilio tari halus banget menang telak daripada agya kalah jauh
scoopy keren banget body nya juga unik dan cocok buat anak muda penuh gaya,neutral,neutral,positive,positive,neutral,neutral,scoopy keren banget body nya juga unik dan cocok buat anak muda penuh gaya
avanza 1.3 L memang irit kalau dibawa 60 - 80 km / jam .,positive,neutral,neutral,neutral,neutral,neutral,avanza l memang irit kalau bawa km jam
Kenapa sekelas Fortuner belum ada sunroof nya ya,neutral,neutral,neutral,negative,neutral,neutral,kenapa kelas fortuner belum ada sunroof nya ya
Harga nya 4x4 nya fortuner lebih worth it di Banding Pajero sport,neutral,neutral,neutral,neutral,negative,neutral,harga nya 4x4 nya fortuner lebih worth it di banding pajero sport
kalau brio senyaman ini gak papa mau macet lama juga tetap betah di dalam,neutral,neutral,positive,neutral,neutral,neutral,kalau brio nyaman ini gak papa mau macet lama juga tetap betah di dalam
"Menurut saya aja nih , muka enakan sirion , untuk pantat enak brio",neutral,neutral,neutral,positive,neutral,neutral,turut saya aja nih muka enak sirion untuk pantat enak brio
pengalaman kemarin sewa rental di Bali kopling nya agak tinggi jadi pas tanjakan agak menahan-nahan begitu kurang gesit padahal Karimun,neutral,neutral,neutral,negative,neutral,neutral,alam kemarin sewa rental di bal kopling nya agak tinggi jadi pas tanjak agak menahannahan begitu kurang gesit padahal karimun
"Motor Honda beat matic yang satu ini menurut ku memang cocok buat semua kalangan , dari segi harga yang murah tetapi tidak membuat produk ini asal-asalan .",neutral,neutral,positive,neutral,positive,neutral,motor honda beat matic yang satu ini turut ku memang cocok buat semua kalang dari segi harga yang murah tetapi tidak buat produk ini asalasalan
tampilan Avanza bergaya khas crossover ini memiliki kesan sporty dan agresif,neutral,neutral,neutral,positive,neutral,neutral,tampil avanza gaya khas crossover ini milik kesan sporty dan agresif
yaudah gue enggak ragu ambil Calya ini buat harian,neutral,neutral,positive,neutral,neutral,neutral,yaudah gue enggak ragu ambil calya ini buat hari
Soal nya menurut saya Wuling Confero S 1.5 tipe tertinggi harga nya lebih murah hanya 160 jutaan,neutral,neutral,neutral,neutral,positive,neutral,soal nya turut saya wuling confero s tipe tinggi harga nya lebih murah hanya juta
dengan harga nya terjangkau mobil avanza ini masih digemari masyarakat indonesia sebagai mobil keluarga pilihan,neutral,neutral,neutral,neutral,positive,neutral,dengan harga nya jangkau mobil avanza ini masih gari masyarakat indonesia bagai mobil keluarga pilih
Sayang enggak ada gps map - nya kayak versi yang lama . Padahal lumayan buat ke kondangan di pelosok yang susah sinyal . Screen mirror juga masa pakai kabel saja bisa nya,neutral,neutral,neutral,negative,neutral,neutral,sayang enggak ada gps map nya kayak versi yang lama padahal lumayan buat ke kondangan di pelosok yang susah sinyal screen mirror juga masa pakai kabel saja bisa nya
Untuk menjaga performa terbaik Innova ini tak perlu banyak biaya servis seperti mobil saya terdahulu .,neutral,neutral,neutral,neutral,neutral,positive,untuk jaga performa baik innova ini tak perlu banyak biaya servis seperti mobil saya dahulu
Kabin depan tengah dan belakang lebih lega dan nyaman PAJERO SPORT dibanding FORTUNER,neutral,neutral,neutral,negative,neutral,neutral,kabin depan tengah dan belakang lebih lega dan nyaman pajero sport banding fortuner
"Bapak gue punya gl yang facelift 2013 , sampai sini masih bagus , mesin masih enak + bensin V - power , belum pernah turun mesin",neutral,positive,positive,neutral,neutral,neutral,bapak gue punya gl yang facelift sampai sini masih bagus mesin masih enak bensin v power belum pernah turun mesin
Terakhir service ke bengkel Daihatsu tahun 2016 . Agak mahal sih memang . Ehe .,neutral,neutral,neutral,neutral,neutral,negative,akhir service ke bengkel daihatsu tahun agak mahal sih memang ehe
Keseluruhan puas banget sih pakai hrv,neutral,neutral,positive,neutral,neutral,neutral,seluruh puas banget sih pakai hrv
mesin nya Avanza bandel dan nyaman dipakai .,neutral,positive,positive,neutral,neutral,neutral,mesin nya avanza bandel dan nyaman pakai
"mobil avanza tidak terlau mahal , tetapi banyak fitur yang mendukung .",neutral,neutral,neutral,positive,positive,neutral,mobil avanza tidak terlau mahal tetapi banyak fitur yang dukung
"kalau ertiga body oke lah minimalis gitu, tapi tarikan lambat banget",neutral,negative,neutral,positive,neutral,neutral,kalau ertiga body oke lah minimal gitu tapi tari lambat banget
saya dukung mobil fortuner,neutral,neutral,positive,neutral,neutral,neutral,saya dukung mobil fortuner
"Honda Beat sangat mengerti di saat kantong lagi tipis tidak pernah rewel , mesin masih halus terus meskipun tiap hari dibawa perjalanan jauh terus",neutral,positive,positive,neutral,neutral,neutral,honda beat sangat erti di saat kantong lagi tipis tidak pernah rewel mesin masih halus terus meski tiap hari bawa jalan jauh terus
Calya lari nya juga lumayan kencang mantap jiwa,neutral,positive,neutral,neutral,neutral,neutral,calya lari nya juga lumayan kencang mantap jiwa
sayang nya veloz masih menggunakan lampu halogen bukan LED ya juragan,neutral,neutral,neutral,negative,neutral,neutral,sayang nya veloz masih guna lampu halogen bukan led ya juragan
HRV ini punya ultra seat jadi bawa barang yang jangkung atau mau menyembunyikan barang bisa di bawah jok . keren sih .,neutral,neutral,neutral,positive,neutral,neutral,hrv ini punya ultra seat jadi bawa barang yang jangkung atau mau sembunyi barang bisa di bawah jok keren sih
honda brio termasuk yang cukup ekonomis di kelas nya,neutral,neutral,neutral,neutral,positive,neutral,honda brio masuk yang cukup ekonomis di kelas nya
Secara service untuk konsumen daihatsu masih lebih bagus dibanding toyota.,neutral,neutral,neutral,neutral,neutral,negative,cara service untuk konsumen daihatsu masih lebih bagus banding toyota
cukup sebulan buat inden fortuner gak kaya xpander sampe setahun,neutral,neutral,neutral,neutral,neutral,negative,cukup bulan buat inden fortuner gak kaya xpander sampe tahun
scoopy kaya nya memang dibuat untuk anak muda yang oke pokoknya,neutral,neutral,positive,neutral,neutral,neutral,scoopy kaya nya memang buat untuk anak muda yang oke pokok
"Suka deh sama pilihan mobil avanza yang satu ini , tenaga bagus dan bandel",neutral,positive,neutral,neutral,neutral,neutral,suka deh sama pilih mobil avanza yang satu ini tenaga bagus dan bandel
"4 tahun pakai altis , terbukti sih ini mobil mesin nya bandel banget",neutral,positive,neutral,neutral,neutral,neutral,tahun pakai altis bukti sih ini mobil mesin nya bandel banget
Ini gue saja yang merasa bensin Xenia boros banget apa memang iya sih,negative,neutral,neutral,neutral,neutral,neutral,ini gue saja yang rasa bensin xenia boros banget apa memang iya sih
Pajero sport lah ! Fitur safety nya lebih cakep daripada Fortuner,neutral,neutral,neutral,negative,neutral,neutral,pajero sport lah fitur safety nya lebih cakep daripada fortuner
"Njrit , mahal amat , vario perawatan cuma perlu ganti oli mesin sama gardan , kalau ada yang perlu diganti ya gue ganti sendiri , gue mending modal dikit beli toolkits buat bongkar motor daripada dibawa ke bengkel resmi , suka ngaco bengkel resmi",neutral,neutral,neutral,neutral,neutral,negative,njrit mahal amat vario awat cuma perlu ganti oli mesin sama gardan kalau ada yang perlu ganti ya gue ganti sendiri gue mending modal dikit beli toolkits buat bongkar motor daripada bawa ke bengkel resmi suka ngaco bengkel resmi
